,visitor_id,visitor_location,marketing_channel,gender,product_views_Mon,product_views_Tue,product_views_Wed,product_views_Thu,product_views_Fri,avg_rating_Mon,avg_rating_Tue,avg_rating_Wed,avg_rating_Thu,avg_rating_Fri,avg_price_Mon,avg_price_Tue,avg_price_Wed,avg_price_Thu,avg_price_Fri,time_on_site_Mon,time_on_site_Tue,time_on_site_Wed,time_on_site_Thu,time_on_site_Fri,pages_visited_Mon,pages_visited_Tue,pages_visited_Wed,pages_visited_Thu,pages_visited_Fri,converted_Fri
1006,1007,Europe,facebook,M,0,1,4,0,0,3.47,3.98,3.09,4.89,1.72,69.66,39.73,25.51,22.05,66.88,47,42,35,49,22,2,3,7,3,5,0
1007,1008,Asia,organic,M,4,0,4,3,2,2.13,3.81,4.97,1.8,3.07,96.34,63.33,80.82,82.84,78.5,47,58,23,22,41,4,1,4,7,7,0
1008,1009,Australia,organic,M,2,0,0,1,0,3.41,4.15,1.97,1.66,4.73,45.25,51.76,49.03,70.23,20.05,52,42,59,30,48,3,1,1,4,6,0
1009,1010,Europe,facebook,M,2,1,3,4,0,3.68,3.59,2.38,3.34,1.26,24.79,55.0,89.08,50.67,65.44,49,22,22,48,37,7,3,2,2,7,0
1010,1011,Australia,instagram,M,2,5,1,0,0,1.69,2.48,3.0,4.88,3.73,92.11,84.0,97.68,70.78,29.65,32,35,55,26,42,6,4,5,6,7,0
1011,1012,South America,instagram,F,2,5,0,4,7,3.7,4.69,1.53,3.54,3.42,79.32,24.89,89.61,21.54,68.11,60,22,57,35,32,2,4,5,7,1,0
1012,1013,South America,organic,M,2,5,4,5,1,1.28,3.05,3.33,2.72,2.79,56.82,92.18,77.7,78.71,79.3,52,43,32,32,24,1,7,6,5,5,0
1013,1014,South America,instagram,F,2,2,0,0,0,3.71,3.01,1.17,3.32,1.42,30.48,53.87,60.28,64.54,93.72,38,60,40,57,55,7,1,7,7,7,0
1014,1015,Australia,organic,M,2,3,8,0,0,3.87,3.35,3.47,4.29,3.58,33.32,77.5,49.23,85.62,62.11,58,52,37,45,55,1,2,5,1,2,0
1015,1016,Australia,instagram,F,5,4,2,4,7,3.6,4.64,1.67,3.65,3.73,77.19,77.67,61.24,20.54,50.89,26,45,39,58,58,4,5,3,6,7,0
1016,1017,South America,youtube,M,5,1,1,5,0,3.34,2.54,1.3,3.63,3.84,79.09,97.84,92.87,39.57,55.99,44,34,28,29,40,2,7,3,5,1,1
1017,1018,South America,organic,F,0,5,2,2,3,4.81,3.68,4.68,4.36,2.2,56.41,38.28,95.52,23.94,61.4,45,44,47,23,57,5,7,1,5,7,1
1018,1019,North America,facebook,F,1,1,6,3,2,3.97,1.86,4.7,4.81,1.17,73.26,28.06,30.59,65.37,87.05,24,53,38,37,45,2,4,4,4,4,0
1019,1020,Australia,youtube,F,1,0,3,2,5,4.19,4.64,2.87,2.64,4.78,57.57,77.33,65.46,82.89,78.51,33,25,31,52,30,6,6,7,1,6,1
1020,1021,Asia,google,M,5,4,3,3,4,2.72,2.2,4.81,1.33,1.33,24.79,22.35,90.71,88.95,28.21,41,34,58,24,35,3,3,2,3,5,0
1021,1022,Europe,instagram,F,1,4,8,4,4,4.21,2.24,1.6,4.65,3.42,40.98,69.09,90.07,90.06,79.07,38,30,32,29,27,2,2,1,6,3,0
1022,1023,Australia,instagram,F,0,3,5,0,0,4.2,1.54,3.91,4.33,3.42,35.29,82.25,90.21,74.56,36.07,34,46,44,31,29,3,3,3,2,6,0
1023,1024,Australia,facebook,F,1,1,0,1,0,4.29,3.72,2.63,4.12,3.17,60.11,59.73,36.94,40.61,42.11,52,45,24,27,56,2,2,7,3,3,0
1024,1025,Asia,facebook,M,0,5,5,0,0,1.28,4.03,2.83,4.94,3.75,39.15,93.99,77.24,41.52,95.88,40,48,59,22,46,1,7,2,2,7,0
1025,1026,Asia,youtube,M,2,3,2,4,0,1.37,4.96,3.61,2.39,3.27,90.59,81.3,20.02,57.5,52.68,48,27,50,45,24,6,3,7,4,4,0
1026,1027,Asia,youtube,F,3,1,0,0,5,2.84,4.13,2.47,4.5,2.67,68.35,45.09,45.58,89.41,20.1,49,57,43,22,45,4,4,7,4,7,1
1027,1028,Asia,organic,F,4,1,0,2,0,3.43,4.15,3.91,2.61,4.78,60.89,31.45,69.09,72.96,59.5,31,48,53,52,44,5,5,3,7,5,0
1028,1029,Asia,organic,M,1,5,1,4,0,1.63,3.72,2.69,3.04,4.13,84.9,92.84,73.95,84.02,76.76,58,39,50,44,48,3,3,3,3,4,0
1029,1030,North America,instagram,F,1,3,0,0,0,2.16,3.55,4.14,2.45,4.87,56.5,95.64,40.67,62.75,68.14,46,45,46,25,40,5,4,1,5,5,0
1030,1031,South America,organic,M,2,2,6,4,0,3.82,4.87,4.4,3.98,3.12,52.43,82.64,23.82,79.6,23.77,59,21,60,45,40,5,6,7,7,7,0
1031,1032,North America,google,M,2,2,0,3,0,1.9,3.38,1.3,3.41,3.99,31.74,59.2,85.83,32.06,89.36,44,43,47,39,49,2,1,6,6,6,0
1032,1033,Europe,google,M,3,5,2,1,0,3.34,2.23,3.82,3.88,2.63,61.24,49.17,32.59,20.66,98.94,59,28,51,58,44,5,3,7,2,6,0
1033,1034,Australia,facebook,M,2,0,6,2,0,2.91,1.63,2.84,4.53,4.54,24.49,60.1,89.7,44.09,79.77,54,39,60,33,25,5,1,6,2,5,0
1034,1035,Europe,instagram,M,2,3,0,0,0,2.82,3.94,1.85,3.29,2.74,35.19,39.14,53.68,94.26,66.04,45,56,26,57,21,6,2,4,1,2,0
1035,1036,South America,google,F,4,4,2,0,0,2.33,3.93,1.92,3.49,2.59,68.41,94.51,63.93,30.29,28.97,23,48,38,57,32,3,7,3,4,6,0
1036,1037,South America,facebook,F,2,4,5,5,5,2.5,4.26,2.13,3.07,1.64,61.94,62.32,97.98,81.84,36.77,49,30,60,36,51,4,6,7,3,4,1
1037,1038,Europe,google,F,3,4,0,5,5,2.44,2.26,3.44,5.0,2.9,57.35,54.83,21.52,42.53,87.2,59,39,29,46,32,4,3,5,6,4,1
1038,1039,Australia,facebook,F,5,1,3,4,0,2.88,3.55,3.96,2.92,2.4,54.88,26.12,72.41,78.2,79.7,24,20,44,33,42,3,7,6,7,6,1
1039,1040,Asia,youtube,F,0,2,1,5,5,3.24,2.48,4.64,3.89,4.38,71.41,63.76,91.74,86.0,68.16,56,52,35,44,37,7,4,5,1,6,1
1040,1041,Asia,organic,M,5,0,0,0,0,1.08,4.66,3.42,1.45,3.89,87.69,84.73,78.72,56.63,51.58,21,35,49,57,25,2,6,6,1,7,0
1041,1042,North America,organic,F,3,0,3,2,1,3.68,2.81,1.25,4.68,4.6,91.31,74.23,97.41,62.41,36.41,21,42,50,47,36,4,7,7,1,6,0
1042,1043,Asia,facebook,M,5,3,2,0,3,1.73,3.87,2.54,2.06,2.01,51.97,43.88,67.78,55.86,48.7,29,44,49,50,23,5,7,4,6,3,0
1043,1044,Asia,organic,M,0,2,4,0,5,1.46,3.13,3.95,2.62,4.75,41.92,91.32,45.41,37.95,64.82,49,25,59,49,55,1,6,2,3,2,0
1044,1045,Asia,facebook,M,2,0,5,3,4,2.02,3.16,2.55,1.31,4.39,21.56,87.37,91.12,44.46,63.59,51,27,49,29,48,2,1,4,7,2,1
1045,1046,Asia,instagram,M,2,4,0,0,0,1.03,3.43,4.09,1.24,3.21,46.9,44.22,62.33,36.4,81.86,32,34,40,40,35,3,6,5,4,7,0
1046,1047,Australia,youtube,F,2,3,5,4,1,4.78,2.3,3.23,4.99,4.16,54.94,83.35,91.55,91.47,73.07,52,35,36,60,60,6,5,2,1,4,1
1047,1048,South America,instagram,M,0,0,4,5,5,4.05,4.81,2.14,1.93,1.01,85.62,33.71,90.55,85.6,53.23,23,52,35,46,33,4,6,3,7,3,1
1048,1049,Australia,organic,F,1,2,0,7,0,4.26,1.35,1.16,3.0,1.93,47.47,54.49,58.78,78.97,68.76,35,25,44,21,21,7,2,3,5,4,0
1049,1050,Europe,instagram,F,0,1,0,0,5,3.27,1.4,4.74,2.92,1.52,89.96,99.66,60.41,95.07,40.44,55,41,40,22,50,2,5,7,1,4,1
1050,1051,Europe,google,F,2,0,4,3,2,2.83,4.16,2.4,3.14,3.89,32.2,49.07,54.29,95.45,59.77,26,59,31,23,34,4,3,3,5,7,1
1051,1052,Australia,google,M,1,1,0,3,3,1.02,1.04,3.47,4.43,2.71,31.39,66.67,93.67,37.98,62.4,22,53,52,37,33,5,4,4,4,1,0
1052,1053,Europe,facebook,F,3,3,0,0,6,4.95,3.71,4.61,4.07,1.47,95.76,39.88,96.45,93.32,90.02,21,42,24,21,51,7,7,5,1,7,0
1053,1054,Europe,organic,F,1,4,2,4,1,3.81,4.09,1.58,3.84,2.3,51.75,90.94,29.75,96.44,86.59,39,53,27,35,43,5,5,2,1,5,0
1054,1055,Asia,instagram,M,5,3,0,0,5,4.46,4.4,1.88,1.78,4.08,66.19,68.68,60.54,86.86,31.62,28,49,43,59,24,2,5,6,2,2,0
1055,1056,Australia,youtube,M,3,5,1,5,5,4.66,4.95,1.52,2.24,1.63,54.33,44.14,29.24,34.85,83.73,45,25,52,28,36,7,6,3,6,1,1
1056,1057,Europe,youtube,F,4,3,5,2,0,1.54,2.57,2.2,1.31,4.67,83.99,82.86,29.34,45.8,59.48,42,24,21,60,40,7,3,6,3,6,0
1057,1058,Australia,instagram,M,4,4,4,-1,5,1.46,3.62,3.32,2.22,1.3,97.04,57.1,52.24,87.67,42.33,48,21,30,28,47,6,6,4,1,6,1
1058,1059,South America,facebook,M,0,4,7,0,0,4.57,4.07,2.67,3.78,2.89,42.77,90.26,27.99,28.25,67.9,41,32,30,37,54,1,3,1,5,5,0
1059,1060,Australia,google,F,1,0,7,0,2,2.48,1.21,1.63,3.42,2.75,39.85,91.46,26.25,71.61,42.61,56,32,37,44,54,6,7,6,5,7,0
1060,1061,Asia,youtube,M,5,2,5,-2,5,1.34,1.11,2.75,4.0,4.25,24.48,87.68,99.3,24.83,71.29,42,31,56,40,55,4,4,5,3,5,1
1061,1062,Australia,organic,F,5,2,0,2,1,3.65,1.78,3.45,4.37,4.35,95.92,60.03,43.98,93.8,91.41,48,21,45,47,55,1,1,6,5,7,0
1062,1063,Asia,youtube,M,4,3,4,3,0,3.59,3.65,3.03,4.73,1.24,32.89,58.8,98.1,72.36,43.01,27,60,47,60,51,6,7,3,1,7,0
1063,1064,North America,facebook,F,4,2,0,0,1,1.61,3.09,1.9,3.4,3.64,37.78,24.38,37.52,83.54,65.15,44,35,60,33,37,6,3,7,1,2,0
1064,1065,Europe,organic,M,3,3,3,0,2,4.61,2.24,4.41,1.85,1.64,98.56,63.51,70.44,55.0,95.6,38,31,37,34,51,1,5,1,6,5,0
1065,1066,South America,facebook,M,0,3,0,1,0,3.68,2.53,4.42,2.45,3.91,82.87,93.58,30.16,45.93,92.12,59,56,56,20,52,1,7,6,1,3,0
1066,1067,Australia,facebook,M,3,4,0,1,5,2.16,4.53,3.07,2.58,1.22,20.12,91.62,51.88,88.91,26.52,40,47,41,32,35,6,5,7,6,4,1
1067,1068,Europe,google,F,4,4,3,5,4,3.32,3.11,3.93,2.52,2.56,42.51,87.77,21.76,34.68,60.5,45,54,50,52,23,4,2,7,5,6,1
1068,1069,Europe,google,M,0,5,0,0,0,2.14,3.07,3.72,4.99,2.6,37.85,34.62,76.22,66.96,30.98,25,20,43,31,33,1,6,2,3,4,0
1069,1070,North America,google,F,0,2,3,0,0,4.48,3.09,1.8,1.98,4.26,88.73,23.69,54.59,62.02,32.36,59,38,46,44,24,4,6,7,4,6,0
1070,1071,North America,organic,F,3,4,0,1,0,2.65,3.55,4.43,3.98,2.6,24.88,87.5,20.34,74.38,30.81,31,32,55,29,55,2,4,2,3,4,0
1071,1072,Australia,instagram,M,2,0,2,5,1,2.61,2.85,3.11,2.08,2.87,20.18,40.41,27.15,65.84,27.77,46,28,52,38,59,3,6,1,4,2,0
1072,1073,South America,organic,F,0,3,2,0,0,1.52,4.86,3.42,3.22,1.11,68.36,37.63,42.96,59.56,22.66,25,27,35,50,50,5,4,2,2,7,0
1073,1074,Asia,facebook,F,5,2,4,3,1,1.98,4.51,2.65,2.89,3.27,43.29,42.4,75.2,49.65,64.55,20,21,43,28,37,2,2,7,4,2,1
1074,1075,Europe,youtube,F,3,3,1,0,0,3.42,2.92,2.89,3.74,2.91,79.68,49.92,29.09,48.0,69.43,55,50,21,38,59,3,6,2,5,2,0
1075,1076,North America,google,M,1,2,2,0,0,2.12,4.59,3.3,2.48,1.29,40.12,22.55,53.6,58.23,57.16,32,50,25,49,20,3,4,7,2,5,0
1076,1077,South America,facebook,M,2,1,4,5,0,3.49,3.37,3.78,1.18,2.71,59.32,34.32,93.88,42.13,33.19,43,60,36,25,43,3,4,1,6,4,0
1077,1078,South America,google,M,4,0,0,5,2,3.69,4.44,1.9,3.34,2.67,65.84,55.6,86.7,22.49,34.26,40,36,21,50,22,4,6,4,3,7,0
1078,1079,Asia,organic,M,2,4,1,2,5,1.08,2.79,4.57,3.49,1.14,57.19,92.03,39.36,93.08,74.97,27,45,53,20,24,5,5,6,7,6,0
1079,1080,North America,instagram,F,4,2,2,-3,5,3.98,2.3,1.22,3.27,4.27,60.01,83.44,67.1,66.49,37.59,21,45,30,24,57,7,1,3,2,3,1
1080,1081,South America,organic,F,2,1,3,5,2,4.18,1.3,3.98,1.71,1.88,35.76,23.52,27.97,57.19,46.64,38,59,26,22,52,7,4,6,1,3,1
1081,1082,South America,google,M,2,4,3,-4,5,1.11,2.96,2.18,1.32,4.72,45.39,28.15,86.73,73.24,30.64,59,48,35,36,45,1,7,2,1,6,1
1082,1083,Europe,instagram,M,3,1,1,4,5,2.66,3.89,3.45,2.42,3.81,38.71,47.98,30.54,52.34,91.62,55,20,53,26,22,3,3,4,3,2,1
1083,1084,Asia,facebook,F,3,2,9,2,6,1.57,1.78,1.48,1.2,3.19,87.71,80.67,61.89,60.89,50.43,57,47,30,58,42,6,2,4,3,1,0
1084,1085,Australia,organic,M,1,0,0,3,4,1.51,1.19,2.4,1.37,3.93,39.71,32.13,76.28,74.18,60.24,53,58,21,21,31,2,3,1,5,3,0
1085,1086,Asia,google,M,0,4,0,2,0,4.62,1.08,3.27,1.37,3.08,65.69,88.79,32.41,50.51,50.15,29,33,41,33,42,1,1,2,1,6,0
1086,1087,North America,google,M,4,5,6,0,0,2.58,4.87,1.37,4.09,4.93,95.93,65.8,39.56,54.47,22.58,47,27,58,57,55,7,1,4,7,6,0
1087,1088,Asia,organic,F,4,4,5,5,5,4.39,4.53,4.62,2.72,4.63,57.03,23.28,78.01,89.84,74.11,23,34,22,41,27,1,5,1,2,3,1
1088,1089,North America,organic,F,0,5,4,-1,5,1.79,3.14,3.71,4.85,3.39,50.72,59.41,78.29,38.31,70.7,33,46,56,20,47,5,4,6,3,2,1
1089,1090,South America,google,F,5,4,4,5,5,3.8,2.9,4.17,1.14,2.13,87.14,37.77,77.68,86.59,83.06,32,32,42,31,28,2,6,6,7,7,1
1090,1091,South America,google,M,4,0,2,-1,5,3.45,3.29,3.49,4.73,1.45,63.96,60.67,95.38,59.75,56.4,55,45,48,37,42,1,7,2,1,5,1
1091,1092,Australia,google,F,4,1,4,3,5,2.77,2.95,2.92,3.87,1.33,70.33,58.57,53.65,59.49,73.29,53,34,20,26,22,2,4,1,1,2,0
1092,1093,Europe,instagram,M,0,0,0,1,0,3.81,2.98,4.23,1.05,4.74,80.86,86.51,60.07,26.8,35.65,44,47,21,34,25,4,1,1,7,5,0
1093,1094,South America,youtube,F,5,3,4,5,5,4.35,3.24,2.21,1.07,4.91,80.37,23.04,37.15,57.01,58.85,27,36,25,30,38,2,3,4,7,3,1
1094,1095,South America,facebook,M,3,1,0,2,1,4.81,2.94,2.15,1.92,1.17,94.94,74.36,51.75,45.77,72.67,32,30,21,60,59,2,7,7,3,1,0
1095,1096,Asia,youtube,F,1,0,5,5,4,1.78,4.34,2.14,4.83,2.96,55.63,86.22,28.3,66.26,92.15,41,35,35,58,28,6,1,7,7,2,1
1096,1097,Australia,youtube,F,3,1,7,4,2,1.62,1.93,4.34,1.9,4.44,53.32,27.28,49.52,28.92,49.91,46,53,21,30,52,5,6,2,3,7,0
1097,1098,Asia,organic,F,5,1,5,0,0,1.48,4.23,2.77,1.91,1.1,53.35,75.69,86.44,56.89,28.6,36,39,34,34,45,7,5,2,7,7,0
1098,1099,Asia,organic,M,3,4,5,0,0,4.67,3.63,2.01,3.36,2.01,94.61,41.35,66.07,46.55,34.77,53,46,56,49,49,3,6,7,3,1,0
1099,1100,Australia,instagram,M,5,0,0,0,0,1.33,3.69,4.85,3.55,3.86,47.66,70.72,99.62,85.57,69.28,46,20,38,60,48,6,7,5,6,2,0
1100,1101,North America,google,M,1,2,1,5,5,4.47,1.4,1.1,3.14,3.72,83.49,51.22,49.58,87.99,23.75,60,59,26,53,31,6,3,6,6,3,1
1101,1102,Australia,youtube,F,0,5,3,4,0,1.94,4.7,1.92,4.89,1.41,31.84,94.02,33.8,64.04,88.77,32,53,51,53,20,1,1,3,1,4,0
1102,1103,Europe,instagram,F,2,3,4,2,4,3.68,2.32,3.26,1.09,2.76,81.96,98.2,88.64,25.47,36.91,23,57,58,38,33,1,1,7,2,3,1
1103,1104,Europe,organic,M,5,1,6,0,6,1.7,1.14,1.11,1.41,2.77,49.45,56.29,42.32,92.69,60.23,48,43,60,59,26,4,1,4,3,3,0
1104,1105,Australia,google,F,0,4,1,2,3,2.75,2.55,2.05,2.93,2.64,78.96,49.19,79.63,44.03,74.14,28,34,60,27,56,2,5,7,4,6,1
1105,1106,South America,organic,M,5,1,2,1,5,4.15,3.71,2.71,3.37,4.48,23.79,23.55,23.7,92.82,95.8,60,27,34,27,60,6,3,5,3,3,1
1106,1107,Asia,facebook,F,1,1,0,3,4,3.93,1.55,3.7,3.39,1.68,80.66,56.33,43.92,53.15,94.64,37,58,41,43,29,1,3,4,5,4,1
1107,1108,South America,organic,F,4,2,4,3,1,2.75,1.06,3.33,3.38,3.48,79.37,36.03,92.1,87.21,50.69,51,47,34,44,21,4,5,5,4,7,1
1108,1109,Australia,facebook,M,3,2,1,5,2,4.61,3.94,3.08,3.15,3.81,53.53,33.45,98.95,93.52,53.5,26,38,47,43,29,1,4,4,3,2,1
1109,1110,Europe,google,F,4,2,2,5,5,2.78,1.69,4.1,4.23,2.57,84.31,36.18,55.35,26.8,98.21,43,21,41,42,42,2,6,7,7,4,1
1110,1111,North America,organic,M,0,2,0,0,0,2.08,3.83,1.38,1.82,3.61,37.86,67.32,85.3,91.18,75.67,36,50,55,58,41,1,3,3,3,3,0
1111,1112,South America,facebook,F,3,4,2,0,2,4.3,3.7,3.22,1.37,3.88,93.8,96.38,52.62,48.03,58.72,49,59,40,37,51,2,6,2,6,4,0
1112,1113,Australia,google,F,5,0,2,1,5,2.44,2.52,3.58,3.68,1.52,80.61,79.49,27.18,97.97,92.35,51,34,41,42,45,6,6,7,2,5,1
1113,1114,Asia,youtube,M,1,5,1,5,0,4.8,1.37,4.78,3.33,3.09,87.73,94.36,87.7,76.01,98.19,54,21,26,52,35,5,2,5,2,6,0
1114,1115,North America,instagram,F,5,1,9,6,0,2.71,3.63,1.56,3.35,3.9,23.87,56.66,74.34,83.64,59.33,33,55,41,59,24,2,3,7,4,6,0
1115,1116,South America,youtube,F,0,5,5,4,2,4.04,4.78,2.35,1.26,1.09,49.83,63.72,97.15,65.11,74.58,52,28,21,55,59,2,7,1,7,6,0
1116,1117,South America,youtube,F,1,3,2,4,5,3.35,2.92,3.26,3.02,2.75,28.61,74.47,89.64,68.85,42.46,38,60,45,33,58,1,4,5,7,6,1
1117,1118,North America,google,F,5,2,8,1,0,1.18,2.82,3.49,3.42,1.25,31.55,97.36,21.02,88.65,44.08,58,60,22,59,44,3,1,5,1,2,0
1118,1119,Europe,instagram,M,0,2,5,0,0,2.2,1.03,3.32,2.05,3.78,58.31,21.09,48.36,82.27,25.48,54,26,53,23,27,6,6,2,6,7,0
1119,1120,South America,youtube,M,5,2,5,2,5,3.51,2.1,1.5,2.0,4.69,75.91,40.29,62.59,36.12,48.13,21,41,21,58,59,2,1,6,1,5,1
1120,1121,Asia,instagram,M,3,5,0,0,0,1.32,4.32,1.15,3.38,1.86,96.83,99.15,31.37,38.55,68.14,45,51,38,56,44,2,7,6,4,2,0
1121,1122,Europe,google,F,5,3,4,3,5,1.29,2.52,4.05,1.77,3.93,98.61,97.65,87.8,84.32,67.01,39,57,21,28,58,2,4,3,2,2,1
1122,1123,Asia,instagram,F,4,0,1,5,4,1.26,4.69,1.79,1.78,1.81,91.85,68.51,79.67,93.19,47.36,25,39,29,60,58,3,6,1,6,4,1
1123,1124,North America,youtube,M,0,2,6,0,0,2.62,3.07,2.4,4.0,1.76,41.38,99.32,29.05,78.6,60.92,58,24,56,53,39,2,6,4,7,6,0
1124,1125,Australia,youtube,F,0,3,0,1,0,3.32,1.84,4.18,3.46,4.32,91.8,89.89,60.67,80.74,40.7,23,43,34,51,60,3,3,7,1,1,0
1125,1126,North America,youtube,M,2,0,0,-3,0,4.44,1.92,4.02,3.73,1.4,29.29,84.9,91.54,27.68,67.6,24,38,35,24,35,3,5,4,5,3,1
1126,1127,North America,organic,F,0,3,2,2,0,4.67,2.64,2.65,1.84,3.6,70.53,45.59,22.4,49.3,81.16,39,46,33,53,39,1,5,3,4,1,0
1127,1128,North America,google,M,3,3,0,0,0,1.15,4.41,4.31,3.7,2.54,22.51,37.41,84.91,29.81,25.41,48,30,26,27,45,1,5,4,1,4,0
1128,1129,Asia,facebook,M,4,1,4,0,0,1.38,3.66,4.53,2.45,4.25,79.09,78.63,49.71,80.64,65.39,32,50,38,26,36,3,7,2,4,3,0
1129,1130,Europe,facebook,F,1,3,0,5,2,2.99,4.29,4.73,2.65,4.08,87.5,74.31,42.47,60.28,24.59,46,27,46,25,21,7,3,3,4,7,0
1130,1131,Australia,organic,F,1,0,2,0,0,3.24,2.75,3.6,3.82,1.03,36.59,80.82,57.29,32.78,37.31,29,26,24,38,31,4,3,4,5,1,0
1131,1132,Europe,instagram,M,1,5,4,5,0,2.93,4.3,3.16,1.88,5.0,93.97,54.03,50.54,38.1,38.04,46,58,55,23,40,7,5,2,5,4,1
1132,1133,Europe,instagram,F,1,5,3,0,1,3.55,1.87,1.09,3.77,2.19,26.51,62.6,90.94,40.36,36.16,42,22,46,44,45,5,2,6,5,4,1
1133,1134,North America,instagram,F,4,4,7,2,6,2.47,3.52,3.55,3.67,2.73,66.22,65.98,62.28,94.56,73.59,53,50,31,30,25,4,2,2,2,4,0
1134,1135,North America,facebook,M,3,0,1,5,5,1.49,2.46,2.59,4.81,3.4,83.11,48.61,27.33,48.25,21.81,47,34,33,60,45,1,1,5,2,4,1
1135,1136,Europe,youtube,F,3,2,6,5,0,1.26,4.11,1.86,1.88,3.97,55.44,88.07,100.0,63.25,28.28,52,21,59,26,41,4,5,2,2,4,0
1136,1137,Europe,google,F,2,1,1,-1,5,2.67,2.3,3.36,4.19,4.36,56.39,68.26,93.66,56.46,76.96,35,58,43,57,25,2,2,6,7,6,1
1137,1138,North America,instagram,F,0,4,1,5,2,3.89,4.39,2.91,1.54,4.67,76.2,74.29,94.94,78.15,85.48,46,27,24,46,31,2,4,4,3,6,1
1138,1139,Asia,instagram,F,5,2,3,5,5,1.16,3.77,2.72,1.37,3.91,40.76,48.48,87.23,76.9,82.43,36,43,28,23,33,7,6,6,3,3,1
1139,1140,Europe,instagram,F,3,0,0,3,5,4.11,1.67,3.02,4.51,4.17,26.25,90.16,91.29,51.86,62.12,22,21,50,20,26,4,6,2,4,4,1
1140,1141,Australia,facebook,M,2,3,9,2,7,3.79,1.45,3.05,3.89,1.84,96.4,31.83,55.31,23.32,39.1,24,26,59,33,60,1,6,3,1,1,0
1141,1142,Europe,instagram,F,1,0,0,0,0,3.13,3.5,2.32,3.03,4.43,27.33,56.4,51.84,90.62,43.49,25,30,59,59,48,2,1,5,4,6,0
1142,1143,Asia,instagram,F,1,1,0,2,-1,1.79,4.03,1.4,1.53,2.24,40.64,31.49,62.58,61.02,92.5,43,26,38,57,53,7,5,2,7,2,1
1143,1144,South America,google,F,1,0,2,4,0,3.1,2.45,1.22,2.42,3.55,57.98,68.57,33.14,63.07,91.82,48,32,45,37,32,6,4,5,2,5,1
1144,1145,North America,google,F,1,5,2,0,-1,3.96,3.75,2.76,1.66,1.93,43.91,28.27,90.83,38.58,57.83,53,37,32,25,37,1,2,5,4,1,1
1145,1146,North America,organic,M,4,5,7,0,3,3.83,1.46,3.64,1.91,3.61,33.87,29.78,28.84,94.79,40.31,26,45,51,36,48,5,3,6,5,6,0
1146,1147,North America,organic,M,0,5,2,-2,1,3.91,2.88,1.65,2.49,1.64,22.05,68.02,92.35,82.75,65.97,59,31,21,37,49,7,5,6,5,5,1
1147,1148,North America,organic,F,4,2,0,0,0,3.81,4.61,1.51,2.2,4.76,35.67,43.68,81.31,28.25,83.58,21,50,28,42,27,6,6,5,6,7,0
1148,1149,North America,instagram,F,5,5,5,5,5,1.29,3.61,1.26,2.91,1.18,28.76,29.18,53.27,26.55,55.86,33,52,47,35,20,2,5,5,2,5,1
1149,1150,South America,youtube,F,1,2,3,2,5,2.97,1.78,4.82,1.77,3.61,68.68,28.65,51.58,65.79,96.38,43,48,46,34,45,2,4,6,2,1,1
1150,1151,Australia,instagram,M,4,2,3,0,0,4.81,3.59,4.79,3.87,4.35,83.64,41.9,69.08,28.51,89.88,25,30,36,48,57,6,7,4,1,3,0
1151,1152,North America,google,M,0,5,5,0,0,4.65,4.74,2.92,2.69,4.7,34.62,63.79,90.71,57.96,52.27,38,28,41,40,53,1,1,7,6,3,0
1152,1153,North America,google,M,3,0,2,0,4,2.5,2.43,4.37,2.78,1.38,67.73,87.09,95.85,20.9,88.78,28,40,26,31,30,5,2,6,1,5,0
1153,1154,Asia,facebook,M,3,5,0,3,0,2.63,1.57,4.35,4.45,2.82,77.84,72.34,33.74,62.84,75.52,45,60,53,27,36,7,6,5,5,6,0
1154,1155,Australia,instagram,F,5,5,5,5,5,3.13,3.95,2.8,1.23,2.33,90.3,91.54,31.04,77.58,79.6,55,44,31,26,48,3,5,5,3,2,1
1155,1156,Europe,youtube,M,0,2,0,5,8,3.99,3.94,4.78,1.84,4.32,90.33,62.8,83.22,81.58,29.64,46,32,40,37,33,3,7,5,6,6,0
1156,1157,Australia,instagram,F,3,2,5,5,-3,1.98,3.81,3.19,3.08,4.04,48.11,43.13,38.95,40.98,28.96,27,38,20,27,33,7,4,5,1,7,1
1157,1158,North America,google,F,0,1,0,2,5,1.72,4.95,3.81,2.54,4.58,59.82,21.28,97.03,77.88,94.51,21,33,42,39,27,3,7,5,4,6,0
1158,1159,North America,youtube,M,3,3,1,2,5,3.73,4.13,1.93,1.67,3.18,66.53,80.24,57.55,31.24,91.85,50,40,57,42,59,5,7,2,2,2,1
1159,1160,North America,facebook,M,1,0,4,3,0,2.77,3.36,3.35,2.8,1.75,87.64,87.95,30.35,79.11,67.6,41,38,45,40,39,5,5,7,7,3,0
1160,1161,Asia,organic,F,0,0,5,3,5,3.7,4.74,1.43,2.43,3.78,45.42,77.02,97.39,31.04,54.24,46,59,36,28,44,3,2,1,7,4,1
1161,1162,North America,organic,F,2,3,1,3,3,3.07,4.76,3.04,2.7,2.71,88.11,30.94,68.23,29.37,29.15,47,45,32,58,42,3,2,4,7,2,0
1162,1163,North America,instagram,F,0,1,3,0,4,2.71,2.78,2.17,4.34,3.58,20.6,59.63,37.29,40.1,84.65,22,32,54,56,21,7,1,4,2,1,0
